year,Base case cost,Modeled residential ashp
2017,330581.309826,301074.725679
2018,361117.124601,325498.673981
2019,401022.559287,356847.495605
2020,426781.568569,378694.910343
2021,449894.49363,398874.139498
2022,463425.040484,410448.88908
2023,482093.077599,427650.078242
2024,493363.620352,437698.2477
2025,511595.497178,454707.751232
2026,532963.781084,474120.237866
2027,551771.579868,491705.663355
2028,570829.779503,509541.489696
2029,599361.759364,536362.146944
2030,617958.758625,553981.247569
2031,640055.246199,574366.412531
