year,Base case cost,Modeled non-residential ashp
2017,61842.2647783,187279.413771
2018,66293.5023235,185822.571585
2019,72292.9964062,184604.058292
2020,75195.9774139,183048.888753
2021,77131.2980857,181419.016023
2022,78679.5546232,179785.12419
2023,79647.2149591,178122.274884
2024,80421.3432278,176477.288888
2025,81389.0035637,174897.010778
2026,82743.728034,173404.396236
2027,83711.3883699,171902.864282
2028,84485.5166387,170415.414774
2029,85646.7090418,169012.892778
2030,86420.8373105,167598.781329
2031,87582.0297136,166267.878491
