year,Base case cost,Modeled non-residential ashp
2017,190709.269459,197106.600552
2018,212515.476403,212370.945413
2019,243205.693584,233854.09744
2020,257743.16488,244030.327347
2021,268242.449705,251379.826724
2022,275511.185353,256467.941678
2023,281164.646412,260425.36442
2024,286010.470178,263817.441055
2025,290856.293943,267209.517691
2026,297317.392297,271732.286539
2027,302970.853357,275689.709281
2028,307009.039828,278516.43981
2029,313470.138182,283039.208658
2030,317508.324653,285865.939188
2031,323969.423007,290388.708036
