year,Base case cost,Modeled residential ashp
2017,24562.3044601,19350.3336223
2018,27370.823918,20605.1657135
2019,31323.555007,22371.2256938
2020,33195.9013123,23207.7804212
2021,29745.5302068,19009.3376207
2022,30551.5636889,19297.4753139
2023,31178.4786194,19521.5824086
2024,36836.5746837,24834.4146136
2025,37460.6901188,25113.2661894
2026,38292.8440322,25485.0682905
2027,39020.9787065,25810.3951289
2028,39541.0749024,26042.7714421
2029,51597.9871457,37639.331873
2030,63632.0409392,49385.6657838
2031,70727.2723703,56020.5454025
