year,Base case cost,Modeled residential energy efficiency
2017,295090.365363,284362.053978
2018,319707.437549,305288.224334
2019,351495.686346,332332.220563
2020,372254.733899,350437.925265
2021,390564.998145,366612.847575
2022,407214.259584,381478.749982
2023,410868.630304,383701.253502
2024,425785.687431,397206.425401
2025,440902.108773,410930.475161
2026,457347.442057,425836.978009
2027,473470.086597,440522.159353
2028,489227.321489,454942.862122
2029,505791.415363,470105.413853
2030,520718.148851,483896.209519
2031,538967.162195,500612.422564
2032,556850.765892,517062.512241
2033,575655.150979,534366.767042
2034,594744.342089,551971.590862
2035,611346.592927,567435.898254
2036,630948.434877,585583.799236
