year,Base case cost,Modeled residential ashp
2017,182737.901982,304329.123359
2018,201399.291819,318407.316624
2019,225958.567289,337618.209867
2020,241573.073949,349525.236891
2021,255212.91814,359893.438246
2022,267511.596253,369228.296274
2023,270507.653225,369567.080779
2024,281403.354181,377857.395056
2025,292472.12616,386371.450063
2026,304644.158734,395911.53951
2027,316561.254193,405308.368399
2028,328186.325887,414523.717517
2029,340486.650039,424397.048769
2030,351441.138695,433159.610711
2031,365153.778841,444407.502385
