year,Base case cost,Modeled residential ashp
2017,327160.954353,670153.082485
2018,366882.124471,694086.991255
2019,423836.069988,730832.935058
2020,448838.499147,743718.198
2021,470409.570149,755192.265871
2022,486612.708882,762936.427075
2023,496482.224853,765223.690801
2024,508685.548145,770339.484316
2025,521014.313503,775693.504507
2026,532461.016415,779517.141428
2027,546440.143251,786359.99311
2028,559113.874288,792381.718878
2029,570727.833287,796687.787558
2030,576534.812786,796803.973692
2031,593846.023095,806626.060594
