year,Base case cost,Modeled non-residential ashp
2017,130041.906247,181037.473976
2018,144724.703797,193245.57873
2019,165933.189147,211205.952543
2020,175721.720847,219144.441667
2021,182791.215964,224708.560545
2022,187685.481814,228375.93671
2023,191492.133031,231102.199315
2024,194754.976931,233364.992831
2025,198017.820831,235641.969894
2026,202368.279364,238888.784166
2027,206174.930581,241671.131883
2028,209437.774481,243988.696016
2029,213788.233014,247275.146098
2030,215963.462281,248662.221525
2031,220857.728131,252451.564441
