year,annotation,consumption,consumption residential,consumption non-residential
2003,,1754846.0,1007816.0,747030.0
2004,,1767512.0,999539.0,767973.0
2005,,1700508.0,973617.0,726891.0
2006,,1681293.0,980640.0,700653.0
2007,,1636758.0,942963.0,693795.0
2008,,1666648.0,939304.0,727344.0
2009,,1713997.0,943706.0,770291.0
2010,,1820729.0,968391.0,852338.0
2011,,1860601.0,968258.0,892343.0
2012,,1663838.0,917790.0,746048.0
2013,,1594820.0,882899.0,711921.0
2014,,1586881.0,837159.0,749722.0
2015,,1568710.0,813803.0,754907.0
2016,start of forecast,1673262.0,934412.0,738850.0
2017,,1672656.0,933806.0,738850.0
2018,,1672194.0,933344.0,738850.0
2019,,1671939.0,933089.0,738850.0
2020,,1671653.0,932803.0,738850.0
2021,,1671289.0,932439.0,738850.0
2022,,1670972.0,932122.0,738850.0
2023,,1670612.0,931762.0,738850.0
2024,,1670287.0,931437.0,738850.0
2025,,1669953.0,931103.0,738850.0
2026,,1669642.0,930792.0,738850.0
2027,,1669269.0,930419.0,738850.0
2028,,1668866.0,930016.0,738850.0
2029,,1668903.0,930053.0,738850.0
2030,,1668808.0,929958.0,738850.0
2031,,1668513.0,929663.0,738850.0
2032,,1667907.0,929057.0,738850.0
2033,,1667217.0,928367.0,738850.0
2034,,1666521.0,927671.0,738850.0
2035,,1665869.0,927019.0,738850.0
2036,,1665278.0,926428.0,738850.0
2037,,1664720.0,925870.0,738850.0
2038,,1664107.0,925257.0,738850.0
2039,,1663399.0,924549.0,738850.0
2040,,1662624.0,923774.0,738850.0
