year,annotation,diesel generation efficiency
2002,,12.2
2003,,12.27
2004,,12.38
2005,,12.96
2006,,16.24
2007,,16.45
2008,,14.33
2009,,14.45
2010,,14.73
2011,,13.64
2012,,13.69
2013,,13.48
2014,start of forecast,13.6
2015,,13.6
2016,,13.6
2017,,13.6
2018,,13.6
2019,,13.6
2020,,13.6
2021,,13.6
2022,,13.6
2023,,13.6
2024,,13.6
2025,,13.6
2026,,13.6
2027,,13.6
2028,,13.6
2029,,13.6
2030,,13.6
2031,,13.6
2032,,13.6
2033,,13.6
2034,,13.6
2035,,13.6
2036,,13.6
2037,,13.6
2038,,13.6
2039,,13.6
2040,,13.6
