year,Base case cost,Modeled residential ashp
2017,1412124.90381,1622047.34365
2018,1503453.82475,1702384.30516
2019,1628827.42524,1814435.57682
2020,1692669.07588,1869711.6136
2021,1743838.78637,1913402.68745
2022,1776345.97229,1939515.65743
2023,1808097.22263,1965465.66656
2024,1830865.79856,1982779.06327
2025,1859651.35904,2006208.65095
2026,1898936.98953,2039501.7659
2027,1928250.29078,2063650.58614
2028,1957758.83142,2088087.03895
2029,2000660.27692,2125517.67497
2030,2027198.86817,2147406.99371
2031,2064530.16881,2179441.64567
