year,Base case cost,Modeled non-residential ashp
2017,95939.929158,119585.69151
2018,102100.313559,125893.487156
2019,110020.807788,134003.51013
2020,113717.038429,137788.187518
2021,116357.203172,140491.528509
2022,131337.77966,155514.222495
2023,132903.469979,157113.606814
2024,134077.737718,158313.145052
2025,135447.716747,159712.606331
2026,137209.118357,161511.913688
2027,138579.097386,162911.374967
2028,139753.365125,164110.913205
2029,155544.237762,179935.479841
2030,156621.295746,181033.596575
2031,158344.588522,182790.583349
