year,Base case cost,Modeled non-residential ashp
2017,506405.498971,619178.524033
2018,539070.858971,650799.410117
2019,583407.419764,694215.956785
2020,608587.659064,718318.455263
2021,623858.759064,732494.120739
2022,634431.059064,741961.990003
2023,641479.259064,747905.476592
2024,642905.549764,748244.882698
2025,649905.329764,754193.733736
2026,659238.369764,762520.559869
2027,670846.759064,773129.313048
2028,676720.259064,778018.543008
2029,684943.159064,785300.105838
2030,690816.659064,790237.105984
2031,699039.559064,797565.319388
