year,Base case cost,Modeled residential ashp
2017,506405.498971,1001738.15768
2018,539070.858971,1027363.86358
2019,583407.419764,1065024.43652
2020,608587.659064,1083328.88264
2021,623858.759064,1091799.98665
2022,634431.059064,1095662.77044
2023,641479.259064,1096106.70944
2024,642905.549764,1091067.50435
2025,649905.329764,1091774.15241
2026,659238.369764,1095001.46542
2027,670846.759064,1100613.43855
2028,676720.259064,1100615.0413
2029,684943.159064,1103143.13929
2030,690816.659064,1103421.08016
2031,699039.559064,1106219.03961
