year,Base case cost,Modeled non-residential ashp
2017,2303686.97467,1627640.0063
2018,2480853.67914,1798466.06707
2019,2736761.14116,2045214.8215
2020,2854872.27748,2159098.86201
2021,2940174.76482,2241348.44682
2022,3005792.06277,2304617.35821
2023,3051724.17134,2348905.59619
2024,3084532.82032,2380540.05189
2025,3130464.92888,2424828.28986
2026,3182958.76725,2475443.41898
2027,3228890.87581,2519731.65695
2028,3261699.52479,2551366.11265
2029,3314193.36315,2601981.24176
2030,3347002.01213,2633615.69746
2031,3399495.85049,2684230.82658
