year,Base case cost,Modeled residential ashp
2017,4163656.36385,309327.937276
2018,4463608.84698,569647.593854
2019,4901697.39819,950488.728928
2020,5089930.85255,1112300.29891
2021,5206005.64527,1209292.61959
2022,5297647.88507,1286256.03475
2023,5341225.68947,1319558.66189
2024,5373462.81358,1344456.37367
2025,5427918.95453,1388637.33737
2026,5479954.18553,1428929.50865
2027,5532669.06064,1471369.2065
2028,5562254.10292,1493614.83645
2029,5651773.09925,1571390.77307
2030,5694058.11005,1606336.37154
2031,5769484.12519,1670019.32696
