year,Base case cost,Modeled residential ashp
2017,172797.64552,321275.75402
2018,196596.012549,337620.916451
2019,229500.062081,362395.862904
2020,243367.135319,369731.53491
2021,257852.171162,378208.613786
2022,269825.60521,384560.765808
2023,279862.975343,389293.784988
2024,289337.898241,393644.650836
2025,294557.911869,393784.327885
2026,306557.977603,400678.224898
2027,317249.87987,406503.427349
2028,327340.062973,411896.947095
2029,339183.491395,419010.457007
2030,342375.806608,417838.990718
2031,355292.21733,426152.825868
