year,Base case cost,Modeled residential ashp
2017,1372455.1341,1901626.68488
2018,1470473.26139,1982025.94524
2019,1590959.27157,2084162.69937
2020,1662962.79535,2140402.01724
2021,1713988.62421,2176579.27935
2022,1763517.85711,2211930.65087
2023,1797195.21509,2232093.47861
2024,1835303.3558,2257105.83618
2025,1876991.09651,2285872.12578
2026,1918215.86142,2314224.21248
2027,1960847.96125,2344500.46545
2028,2000642.67153,2372330.91947
2029,2047605.0339,2407358.14596
2030,2077290.3731,2425724.6803
2031,2125069.5203,2462083.10578
