year,Base case cost,Modeled non-residential ashp
2017,1372455.1341,1475409.19502
2018,1470473.26139,1570489.7005
2019,1590959.27157,1688007.12688
2020,1662962.79535,1757299.77299
2021,1713988.62421,1805725.94048
2022,1763517.85711,1852744.61249
2023,1797195.21509,1883999.15033
2024,1835303.3558,1919750.16034
2025,1876991.09651,1959124.43963
2026,1918215.86142,1998067.78432
2027,1960847.96125,2038490.71533
2028,2000642.67153,2076136.93878
2029,2047605.0339,2120979.23178
2030,2077290.3731,2148623.57593
2031,2125069.5203,2194377.50733
