year,Base case cost,Modeled transmission and interties
2021,457918.861604,1719103.24162
2022,473331.40867,1714503.34547
2023,485459.030723,1707574.79078
2024,495774.985939,1699238.68488
2025,506759.88851,1691985.40828
2026,519937.364412,1687419.34312
2027,532475.798841,1682571.16439
2028,543131.736713,1676206.14047
2029,555871.642345,1672335.96096
2030,565960.942457,1666114.24349
2031,579635.800393,1663967.90001
2032,594804.378423,1663046.52168
2033,608687.003538,1661812.81884
2034,624075.940697,1661794.26766
2035,633223.99253,1657070.02274
2036,648800.234949,1658568.65751
2037,660221.133796,1655434.37885
2038,676005.143394,1657765.78855
2039,689031.515894,1657564.38385
2040,704259.905688,1659955.7088
