year,Base case cost,Modeled residential ashp
2017,41812.9860127,221731.776333
2018,45238.5372266,217993.159517
2019,49833.6591558,214306.365718
2020,52501.9532992,211121.503703
2021,54775.7467568,208143.523555
2022,56815.430141,205327.81316
2023,58604.3512788,202655.559713
2024,60321.403197,200100.755557
2025,62060.6580124,197654.017265
2026,64025.0618905,195313.488582
2027,65915.7463075,193082.52074
2028,66535.6862524,189762.169404
2029,68463.3754982,187726.264439
2030,70202.9205101,185781.2668
2031,72287.5900819,183951.682916
