year,Base case cost,Modeled non-residential ashp
2017,121627.608696,183469.4939
2018,135848.643099,193424.217982
2019,155574.594045,207232.383644
2020,165208.197995,213975.906409
2021,171630.600628,218471.588252
2022,176676.774126,222003.909701
2023,180346.718488,224572.870754
2024,183099.17676,226499.591544
2025,186769.121122,229068.552597
2026,190897.808529,231958.633783
2027,194567.752891,234527.594836
2028,197320.211162,236454.315626
2029,201448.89857,239344.396811
2030,203742.613796,240949.997469
2031,208330.044248,244161.198786
