year,Base case cost,Modeled non-residential ashp
2017,22733.7347283,116257.258133
2018,24521.3834807,117561.993082
2019,27011.3228145,119808.166873
2020,28224.3701822,120410.113226
2021,29054.3499602,120534.744185
2022,29692.7959432,120431.691091
2023,30139.7081313,120100.426948
2024,30522.7757211,119707.217649
2025,30905.8433109,119334.950965
2026,31480.4446957,119233.30709
2027,31927.3568838,118984.85496
2028,32310.4244736,118672.516772
2029,32757.3366617,118462.616171
2030,33076.5596532,118104.535626
2031,33651.1610379,118098.181281
