year,Base case cost,Modeled residential ashp
2017,21234.7330297,226739.534118
2018,22904.509002,226126.312886
2019,25230.2683919,226528.542335
2020,26363.3306588,225282.179271
2021,27138.5837888,223587.97232
2022,27734.9323503,221701.990732
2023,28152.3763434,219622.690677
2024,28510.1854803,217520.330914
2025,28867.9946172,215479.322575
2026,29404.7083226,213755.878036
2027,31181.6888695,213278.712473
2028,31555.8098606,211429.576629
2029,31992.2843503,209724.841784
2030,32304.0518429,207897.393714
2031,32865.2333296,206477.567805
