year,Base case cost,Modeled transmission and interties
2021,211688.768387,902494.457671
2022,218175.412071,897605.687482
2023,223101.953634,891069.910019
2024,227324.703545,884095.088735
2025,231547.453456,878067.543062
2026,237881.578323,873690.18055
2027,242174.156126,867547.72398
2028,246385.880581,861888.094338
2029,251299.559111,857156.023564
2030,254809.32949,851255.380781
2031,260443.337857,847358.568502
2032,266744.386353,844318.888172
2033,272345.31835,841138.924461
2034,279346.483346,839208.961467
2035,282802.964017,833983.397742
2036,289087.474329,832082.382581
2037,293277.14787,828292.379006
2038,299561.658181,826768.471031
2039,304344.868807,823273.123232
2040,311309.282281,822783.868685
