year,Base case cost,Modeled residential ashp
2017,143673.754129,235928.392905
2018,164340.968231,246048.135168
2019,187260.511259,255847.170004
2020,198720.282773,259516.859284
2021,206360.130449,261182.338039
2022,212726.670179,262217.739437
2023,216546.594017,261933.952815
2024,219729.863881,261361.296099
2025,218888.350315,256232.026777
2026,223861.216179,256676.823229
2027,227590.865576,256515.183798
2028,231320.514974,256403.575027
2029,229967.446246,250965.331588
2030,226629.186899,244467.934263
2031,225476.445682,239031.551376
