year,Base case cost,Modeled non-residential ashp
2017,67996.0134669,181412.571601
2018,71987.7609746,181929.472189
2019,77262.5701812,183394.355822
2020,79828.6935791,183022.003799
2021,81539.4425109,182103.759023
2022,82822.5042098,180936.716757
2023,83820.4410868,179619.144907
2024,84533.2531417,178149.910635
2025,85388.6276077,176826.190851
2026,86529.1268956,175746.333082
2027,87384.5013615,174511.571887
2028,88097.3134165,173220.304696
2029,89095.2502934,172169.808629
2030,89808.0623483,170961.390565
2031,90948.5616363,170091.229427
