year,Base case cost,Modeled transmission and interties
2021,450871.534741,636270.836532
2022,463849.628798,643314.003501
2023,474083.819181,647812.883987
2024,481564.600448,649755.612659
2025,489891.365873,653302.767438
2026,501565.630413,659517.90823
2027,510483.317358,663166.211033
2028,518027.468225,666236.059137
2029,527775.296928,670915.642769
2030,535346.379875,673552.970264
2031,547120.451534,680351.743669
2032,557522.571357,686566.689336
2033,568700.968777,693000.570105
2034,580536.825797,700779.921057
2035,588930.129302,704034.924325
2036,600800.839602,712015.45793
2037,608490.740548,715373.690653
2038,619707.159729,722916.009827
2039,630232.850271,728518.383886
2040,643591.161928,738251.590623
