year,Base case cost,Modeled residential ashp
2017,92146.3731633,141830.428098
2018,94639.4442981,143514.865039
2019,105746.795079,153514.08748
2020,111450.569805,158648.823328
2021,115052.953842,161891.81439
2022,110398.316598,156937.682999
2023,112082.689702,158442.359616
2024,113767.062807,159947.036233
2025,115451.435912,161451.712851
2026,109534.427483,155295.109105
2027,111363.240705,156914.276425
2028,112930.794896,158302.134128
2029,106207.372504,151369.065834
2030,107416.318568,152428.264825
2031,109350.63227,154122.98321
