year,Base case cost,Modeled non-residential ashp
2017,92146.3731633,132646.100324
2018,94639.4442981,134915.044405
2019,105746.795079,145715.258111
2020,111450.569805,151261.313798
2021,115052.953842,154764.085811
2022,110398.316598,150026.438547
2023,112082.689702,151661.00564
2024,113767.062807,153295.572732
2025,115451.435912,154930.139825
2026,109534.427483,148946.72338
2027,111363.240705,150717.429588
2028,112930.794896,152235.177767
2029,106207.372504,145453.64836
2030,107416.318568,146621.089414
2031,109350.63227,148488.995101
