year,Base case cost,Modeled non-residential ashp
2017,258045.113003,286169.930784
2018,276722.94677,302881.415245
2019,302338.26165,326116.207549
2020,314612.266697,336860.595605
2021,322617.052597,343620.08744
2022,328487.228924,348395.660646
2023,332756.44807,351687.254844
2024,336492.014824,354495.168523
2025,340761.23397,357819.709545
2026,345564.10551,361660.49639
2027,349833.324657,365016.457953
2028,353035.239017,367386.881118
2029,357838.110557,371273.156909
2030,360506.372524,373172.493462
2031,365842.896457,377587.695337
