year,Base case cost,Modeled residential ashp
2017,42580.7749764,56691.2657335
2018,45662.8586764,58766.5731726
2019,49889.7163222,61774.2309762
2020,51915.0856109,63016.7068002
2021,53235.9786252,63700.4714731
2022,54204.6335023,64109.2378219
2023,54909.1097766,64313.77836
2024,55525.5265166,64455.8522833
2025,56230.0027909,64677.2235769
2026,57022.5385995,64977.697343
2027,57727.0148738,65215.1196963
2028,58255.3720796,65318.3229876
2029,64651.8429537,71245.969668
2030,65133.9270262,71334.9262941
2031,66098.0951712,71827.7908446
