year,annotation,consumption,consumption residential,consumption non-residential
2003,,196399.0,58744.0,137655.0
2004,,188915.0,54964.0,133951.0
2005,,187326.0,55181.0,132145.0
2006,,193818.0,52180.0,141638.0
2007,,183136.0,46964.0,136172.0
2008,,201868.0,56005.0,145863.0
2009,,217941.0,69527.0,148414.0
2010,,330122.0,146220.0,183902.0
2011,,268706.0,85787.0,182919.0
2012,,292412.0,96371.0,196041.0
2013,,279257.0,95018.0,184239.0
2014,,266366.0,94110.0,172256.0
2015,,282363.0,90337.0,192026.0
2016,start of forecast,272870.0,90029.0,182840.0
2017,,273463.0,90623.0,182840.0
2018,,274143.0,91303.0,182840.0
2019,,274950.0,92110.0,182840.0
2020,,275690.0,92850.0,182840.0
2021,,276261.0,93421.0,182840.0
2022,,276561.0,93720.0,182840.0
2023,,276555.0,93715.0,182840.0
2024,,276708.0,93867.0,182840.0
2025,,277019.0,94178.0,182840.0
2026,,277579.0,94739.0,182840.0
2027,,277995.0,95155.0,182840.0
2028,,278304.0,95464.0,182840.0
2029,,279856.0,97015.0,182840.0
2030,,281094.0,98254.0,182840.0
2031,,281997.0,99157.0,182840.0
2032,,282002.0,99162.0,182840.0
2033,,281771.0,98930.0,182840.0
2034,,281607.0,98767.0,182840.0
2035,,281735.0,98894.0,182840.0
2036,,282292.0,99452.0,182840.0
2037,,283214.0,100374.0,182840.0
2038,,284049.0,101208.0,182840.0
2039,,284505.0,101665.0,182840.0
2040,,284709.0,101869.0,182840.0
