year,Base case cost,Modeled residential ashp
2017,65288.3679975,567024.753633
2018,73884.6063835,512285.962255
2019,85814.7029606,441599.504596
2020,91952.8313199,403046.589522
2021,96881.9095562,371777.66835
2022,100822.004907,346370.609503
2023,104006.773851,325417.046501
2024,106961.283627,306165.482053
2025,110237.779955,285891.766816
2026,113846.454767,264599.2828
2027,117221.4731,244984.965787
2028,120352.643022,227032.128553
2029,124114.196806,206704.529086
2030,127035.491422,190698.884165
2031,130895.567211,170979.920263
