year,Base case cost,Modeled non-residential ashp
2017,86386.6895376,296334.368982
2018,96470.7389,278536.444457
2019,110588.408007,256143.091339
2020,116974.972603,242961.799205
2021,121680.862306,231886.692389
2022,125042.212093,222520.055432
2023,127395.156945,214464.246202
2024,129411.966817,206927.099997
2025,131764.911668,199116.522775
2026,134453.991498,191029.674964
2027,136806.936349,183452.969593
2028,138823.746222,176383.69828
2029,141512.826052,168635.437202
2030,143193.500946,162178.569217
2031,145882.580776,154643.013185
