year,Base case cost,Modeled residential ashp
2017,13239.7102238,94501.737437
2018,14089.8432711,94333.7354717
2019,15182.8714748,94524.8866574
2020,15692.9513031,93958.2953733
2021,16057.2940377,93224.1698039
2022,18124.613593,94179.0730291
2023,18340.6788571,93293.7174649
2024,18502.7278051,92364.6829901
2025,18691.7849111,91497.9688351
2026,18934.8583332,90728.4947803
2027,19123.9154392,89913.4590305
2028,19285.9643873,89087.8103556
2029,21465.1048111,90320.6813604
2030,21613.738813,89521.2079156
2031,21851.553216,88859.7540995
