year,Base case cost,Modeled non-residential ashp
2017,9058.34484612,32107.0645148
2018,9639.98886833,32548.0518625
2019,10387.8168969,33204.0922951
2020,10736.8033102,33366.8024702
2021,10986.0793197,33410.9705577
2022,11152.2633261,33357.2758031
2023,11285.2105312,33268.0612972
2024,11384.920935,33143.1830946
2025,11501.2497394,33044.9911167
2026,11650.8153451,32994.1782703
2027,11767.1441496,32907.2899059
2028,11866.8545534,32805.0252713
2029,11999.8017585,32749.7470211
2030,12082.8937616,32637.1795444
2031,12215.8409667,32592.181863
