year,Base case cost,Modeled residential ashp
2017,236769.962163,346008.911078
2018,251040.400554,357913.188585
2019,276402.019762,380727.715794
2020,289076.048177,391282.346597
2021,297081.477385,397351.248046
2022,303747.175801,402160.732442
2023,308414.775009,405071.822347
2024,311752.025009,406731.038936
2025,316419.434216,409716.720713
2026,321758.954216,413390.274096
2027,326431.034216,416451.944207
2028,329768.234216,418253.786023
2029,335127.837385,422050.672222
2030,338480.449762,423934.346059
2031,343830.831346,427786.873611
