year,Base case cost,Modeled non-residential ashp
2017,43037.9296627,126036.871703
2018,45800.1114641,125837.170632
2019,49631.5249305,126107.101925
2020,51413.5777056,125567.244671
2021,52661.0146482,124837.961747
2022,53552.0410357,123991.623199
2023,54175.759507,123064.081492
2024,54710.3753395,122127.738858
2025,55334.0938108,121255.013328
2026,56136.0175596,120481.804153
2027,56759.7360309,119661.355489
2028,57294.3518634,118829.595913
2029,58007.1729735,118095.536318
2030,58452.6861672,117275.929381
2031,59254.609916,116625.949259
