year,Base case cost,Modeled transmission and interties
2021,423038.371946,1359941.52429
2022,437592.953519,1362647.9201
2023,448842.558582,1362276.31773
2024,459586.145131,1361142.87464
2025,472174.562122,1362289.98924
2026,486163.836907,1365098.18622
2027,498488.903663,1367180.2595
2028,509744.023914,1367819.49705
2029,523544.403505,1371385.29399
2030,533826.093045,1371594.80957
2031,549140.391787,1377292.25216
2032,564628.418957,1384107.71834
2033,579651.791523,1389990.46126
2034,595474.866374,1397694.08258
2035,608316.98202,1401957.88518
2036,625753.24941,1411165.99788
2037,638895.942811,1416235.67683
2038,657471.096557,1427992.19897
2039,671543.099165,1435145.04362
2040,693210.894675,1449884.71165
