year,Base case cost,Modeled non-residential ashp
2017,131413.783412,119231.294121
2018,146589.049151,130242.981938
2019,168043.735196,145811.230232
2020,177986.15068,153025.78432
2021,185312.141037,158341.771542
2022,190544.991291,162138.905273
2023,194207.98647,164796.898884
2024,197347.696623,167075.179122
2025,201010.691801,169733.172733
2026,205720.25703,173150.59309
2027,209383.252209,175808.586701
2028,212522.962362,178086.86694
2029,216709.242565,181124.573924
2030,219325.667693,183023.140789
2031,224035.232922,186440.561146
