year,Base case cost,Modeled residential ashp
2017,302923.358361,442465.692406
2018,334653.892844,470710.062337
2019,374437.004771,505886.456822
2020,401134.614177,530467.466323
2021,425624.766167,553339.041914
2022,452560.999105,579154.721961
2023,472554.770842,598401.458436
2024,497076.92814,622301.08635
2025,517744.454955,642221.577904
2026,545804.227833,669285.303768
2027,567226.360335,689960.401009
2028,594281.221916,716268.227329
2029,622808.746458,743924.210733
2030,648607.161513,769224.602281
2031,679146.353078,798767.746832
