year,Base case cost,Modeled transmission and interties
2021,428213.661649,1752388.58519
2022,441561.971518,1768021.49059
2023,451011.075898,1777649.06773
2024,459439.278459,1787489.74194
2025,468995.454843,1798663.71405
2026,481553.365125,1811913.62809
2027,491501.395302,1822086.86021
2028,501511.884149,1832322.26856
2029,512941.820608,1845671.92057
2030,520358.044017,1852843.39454
2031,533575.488104,1866805.23731
2032,546592.172182,1880531.69247
2033,558313.582431,1895688.27816
2034,573183.207029,1910079.01066
2035,582598.107851,1921025.48036
2036,596261.685289,1935461.8012
2037,605813.40034,1946562.57721
2038,619649.482673,1962695.65722
2039,632166.497398,1974239.98013
2040,647946.234032,1992626.84092
