year,Base case cost,Modeled non-residential ashp
2017,609044.421892,766990.791877
2018,646939.23851,802451.023714
2019,697014.531899,849309.187213
2020,720022.099131,870838.613685
2021,737616.121133,887302.292752
2022,749796.597903,898700.224414
2023,757916.91575,906298.845522
2024,764683.847289,912631.029779
2025,772804.165136,920229.650887
2026,783631.255598,930361.145697
2027,791751.573445,937959.766805
2028,799871.891292,945558.387913
2029,809345.595446,954423.445872
2030,814759.140677,959489.193278
2031,825586.23114,969620.688088
