year,Base case cost,Modeled non-residential ashp
2017,447.503656279,1135.79541231
2018,499.827014104,1066.4623677
2019,572.404574959,976.434461879
2020,607.84943026,925.332697722
2021,631.479333794,886.842036835
2022,650.045686571,853.939436983
2023,663.548488591,826.617242729
2024,673.675590105,803.114175392
2025,687.178392125,776.407731714
2026,702.369044397,748.244582507
2027,715.871846416,722.125365298
2028,725.998947931,699.79708031
2029,741.189600203,672.484085115
2030,749.628851465,652.456497957
2031,766.507353989,623.923781048
