year,Base case cost,Modeled residential ashp
2017,51111.6267387,207891.223234
2018,57087.7386595,183083.438245
2019,65377.1842271,150937.53852
2020,68692.9651256,131875.625527
2021,71363.3766758,117997.09519
2022,72678.1511529,105328.539123
2023,74187.8276363,95417.6742154
2024,74508.2012678,86062.476179
2025,76001.6047773,76362.3357766
2026,76835.219925,65296.8689841
2027,77449.6136862,54934.2008532
2028,77670.3153526,45912.4163288
2029,79295.473014,35951.9027476
2030,79294.9191723,27725.5399162
2031,80156.5482633,16383.324216
