year,Base case cost,Modeled residential ashp
2017,42038.5681887,495815.18056
2018,45016.1346514,491805.8736
2019,50070.9510711,489776.299776
2020,51946.7979414,485255.865505
2021,53353.6830941,480526.39127
2022,54291.6065293,475584.630321
2023,54995.0491056,470601.198389
2024,55581.2512526,465659.891574
2025,56167.4533996,460844.579454
2026,56988.1364053,456326.095433
2027,57691.5789817,451840.876104
2028,58277.7811286,447386.105067
2029,58981.223705,443132.818974
2030,59450.1854226,438817.652127
2031,61788.4250471,436359.657102
