year,Base case cost,Modeled non-residential ashp
2017,15318.871062,87797.3698883
2018,16403.8974719,88040.4096939
2019,17822.7781617,88597.3204459
2020,18490.4867217,88502.6241424
2021,18991.2681416,88275.5926521
2022,19325.1224216,87915.8477322
2023,19575.5131316,87497.257055
2024,19784.1720566,87056.5783375
2025,19992.8309816,86630.577857
2026,20284.9534765,86293.1486442
2027,20535.3441865,85932.5991619
2028,20744.0031115,85548.6013026
2029,20994.3938215,85215.0717753
2030,21161.3209615,84820.3420755
2031,21495.1752414,84586.8178028
