year,Base case cost,Modeled non-residential ashp
2017,510485.822533,618952.467112
2018,539814.342398,648001.210296
2019,578919.035551,686732.867875
2020,597385.140651,705022.817288
2021,610420.038369,717933.369814
2022,620196.211657,727616.284209
2023,626713.660516,734071.560472
2024,632144.867899,739450.957358
2025,638662.316757,745906.233621
2026,647352.248569,754513.268639
2027,653869.697428,760968.544902
2028,659300.904811,766347.941788
2029,666904.595146,773879.097428
2030,671249.561052,778182.614937
2031,678853.251387,785713.770577
