year,Base case cost,Modeled residential ashp
2017,884095.964695,962660.086196
2018,954878.085983,1030237.54155
2019,1038341.68154,1109428.24918
2020,1093582.93516,1162651.75018
2021,1132513.73613,1200158.25518
2022,1173616.85569,1240193.15276
2023,1201421.16179,1267285.31087
2024,1235240.69356,1300511.38599
2025,1271625.24112,1336183.78556
2026,1304908.175,1368517.1888
2027,1342258.06592,1405154.93173
2028,1377820.57876,1440123.98792
2029,1418405.8628,1479878.43264
2030,1444217.50325,1505215.30776
2031,1485714.50046,1545881.46566
