year,Base case cost,Modeled non-residential ashp
2017,155526.318675,152381.227767
2018,170727.627342,166442.344016
2019,195508.747876,189758.544473
2020,207306.07841,200678.371855
2021,212603.297077,205264.223616
2022,218417.66761,210480.535202
2023,222674.078677,214216.916643
2024,226159.979211,217225.542653
2025,227214.287878,217774.97173
2026,232181.368412,222209.392173
2027,236383.128945,225920.721315
2028,236811.237612,225882.914856
2029,241330.278146,229907.757743
2030,244340.678679,232500.789348
2031,249236.369213,236897.877666
