year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,163220.0,61472.0,101748.0
2004,,177938.0,59838.0,118100.0
2005,,193183.0,59107.0,134076.0
2006,,200228.0,57261.0,142967.0
2007,,217882.0,58409.0,159473.0
2008,,246123.0,59014.0,187109.0
2009,,229803.0,60832.0,168971.0
2010,,213878.0,55160.0,158718.0
2011,,197976.0,52204.0,145772.0
2012,,215814.0,57538.0,158276.0
2013,,176237.0,55428.0,120809.0
2014,start of forecast,197521.0,55902.0,141619.0
2015,,197415.0,55796.0,141619.0
2016,,197302.0,55683.0,141619.0
2017,,197184.0,55565.0,141619.0
2018,,197054.0,55435.0,141619.0
2019,,196918.0,55299.0,141619.0
2020,,196778.0,55159.0,141619.0
2021,,196636.0,55017.0,141619.0
2022,,196496.0,54877.0,141619.0
2023,,196350.0,54731.0,141619.0
2024,,196205.0,54586.0,141619.0
2025,,196060.0,54441.0,141619.0
2026,,195915.0,54296.0,141619.0
2027,,195774.0,54155.0,141619.0
2028,,195638.0,54019.0,141619.0
2029,,195504.0,53885.0,141619.0
2030,,195378.0,53759.0,141619.0
2031,,195253.0,53634.0,141619.0
2032,,195134.0,53515.0,141619.0
2033,,195020.0,53401.0,141619.0
2034,,194909.0,53290.0,141619.0
2035,,194803.0,53184.0,141619.0
2036,,194701.0,53082.0,141619.0
2037,,194602.0,52983.0,141619.0
2038,,194512.0,52893.0,141619.0
2039,,194423.0,52804.0,141619.0
2040,,194338.0,52719.0,141619.0
