year,Base case cost,Modeled residential ashp
2017,155526.318675,156152.988813
2018,170727.627342,170709.299867
2019,195508.747876,194665.72095
2020,207306.07841,205964.27006
2021,212603.297077,210855.090841
2022,218417.66761,216326.156057
2023,222674.078677,220282.791824
2024,226159.979211,223492.887123
2025,227214.287878,224256.351712
2026,232181.368412,228917.445901
2027,236383.128945,232836.879834
2028,236811.237612,232996.497262
2029,241330.278146,237231.608342
2030,244340.678679,240000.901659
2031,249236.369213,244610.683589
