year,annotation,consumption,consumption residential,consumption non-residential
2003,,535266.0,233741.0,301525.0
2004,,508522.0,206997.0,301525.0
2005,,488463.0,186938.0,301525.0
2006,,485120.0,183595.0,301525.0
2007,,474654.0,157543.0,317111.0
2008,,434974.0,133449.0,301525.0
2009,,451689.0,150164.0,301525.0
2010,,475091.0,173566.0,301525.0
2011,,487808.0,186283.0,301525.0
2012,,252432.0,79244.0,173188.0
2013,,562411.0,232990.0,329421.0
2014,,484302.0,211989.0,272313.0
2015,,525933.0,223092.0,302841.0
2016,start of forecast,490521.0,188996.0,301525.0
2017,,492194.0,190669.0,301525.0
2018,,494423.0,192898.0,301525.0
2019,,495948.0,194423.0,301525.0
2020,,497734.0,196209.0,301525.0
2021,,499458.0,197933.0,301525.0
2022,,500789.0,199264.0,301525.0
2023,,501705.0,200180.0,301525.0
2024,,502737.0,201212.0,301525.0
2025,,503869.0,202344.0,301525.0
2026,,505662.0,204137.0,301525.0
2027,,507903.0,206378.0,301525.0
2028,,510091.0,208566.0,301525.0
2029,,512123.0,210598.0,301525.0
2030,,514245.0,212720.0,301525.0
2031,,516260.0,214735.0,301525.0
2032,,518334.0,216809.0,301525.0
2033,,520103.0,218578.0,301525.0
2034,,521963.0,220438.0,301525.0
2035,,523532.0,222007.0,301525.0
2036,,525368.0,223843.0,301525.0
2037,,527345.0,225820.0,301525.0
2038,,528734.0,227209.0,301525.0
2039,,529893.0,228368.0,301525.0
2040,,531175.0,229650.0,301525.0
