year,Base case cost,Modeled residential ashp
2017,308926.056659,571629.096561
2018,331308.79057,594214.306382
2019,361525.48135,626343.890352
2020,375514.690044,639016.62534
2021,394532.410545,655897.424953
2022,401986.379786,660851.016552
2023,407146.82003,663145.376318
2024,411733.878024,664842.92538
2025,416320.936019,666629.726542
2026,422628.140762,670568.302539
2027,438094.845883,683521.851149
2028,442205.218939,684972.544972
2029,448077.180447,688610.469384
2030,451600.357353,689519.590553
2031,468835.452542,704792.156917
