year,Base case cost,Modeled residential energy efficiency
2017,465773.395699,435677.066239
2018,493558.37346,460108.805569
2019,531068.093438,493307.967776
2020,548433.704539,508387.419872
2021,571506.4233,529741.724354
2022,580713.154767,537520.084088
2023,587087.045783,542755.349577
2024,592752.726687,547363.812723
2025,598418.40759,551984.051344
2026,606208.718831,558532.370746
2027,624634.681854,575866.271262
2028,629687.252326,579976.445359
2029,636905.210143,586054.667487
2030,641235.984834,589533.56394
2031,661689.72318,608798.889236
2032,669778.919136,615709.646362
2033,677132.733642,621964.112162
2034,685957.31105,629560.153654
2035,691104.981204,633835.325513
2036,712401.031019,653990.549806
