year,Base case cost,Modeled non-residential ashp
2017,1012417.85057,1131359.90211
2018,1080319.9056,1195712.83812
2019,1167789.30063,1279223.13653
2020,1217551.58566,1326051.13945
2021,1256418.24025,1362317.93545
2022,1288734.01528,1392252.29216
2023,1309832.04495,1411128.82457
2024,1333187.71998,1432421.86769
2025,1361603.16457,1458702.76225
2026,1392770.37916,1487719.93999
2027,1419332.61375,1512287.98199
2028,1446144.44834,1537145.63186
2029,1475738.85249,1564767.48335
2030,1507836.97114,1595046.08003
2031,1540638.85573,1625893.38853
