year,Base case cost,Modeled residential ashp
2017,1012417.85057,1464590.4722
2018,1080319.9056,1517375.28018
2019,1167789.30063,1587814.19807
2020,1217551.58566,1625230.58249
2021,1256418.24025,1653262.15305
2022,1288734.01528,1675721.0013
2023,1309832.04495,1687671.80598
2024,1333187.71998,1702585.70382
2025,1361603.16457,1722204.26738
2026,1392770.37916,1744479.53953
2027,1419332.61375,1762843.10645
2028,1446144.44834,1781617.48054
2029,1475738.85249,1803067.75363
2030,1507836.97114,1827703.67907
2031,1540638.85573,1852401.2082
