year,Base case cost,Modeled non-residential ashp
2017,435206.105238,544260.70078
2018,459279.576772,564503.999269
2019,491056.559196,591986.155445
2020,506463.580977,604246.814726
2021,517055.908452,612065.174394
2022,524759.419342,617236.804618
2023,530537.05251,620658.937303
2024,534388.807955,622330.465411
2025,540166.441123,625843.769833
2026,546907.013153,630299.429316
2027,551721.707459,633001.316389
2028,556536.401766,635745.155195
2029,562314.034934,639428.327968
2030,566165.790379,641354.778048
2031,572906.362409,646015.395193
