year,Base case cost,Modeled residential ashp
2017,560018.280429,975324.600202
2018,603785.373272,1002879.37165
2019,659235.052721,1039995.12606
2020,694022.278871,1061605.8642
2021,722935.792113,1078999.24325
2022,748319.71459,1093931.99238
2023,763945.730027,1099879.86988
2024,784373.257281,1111397.83399
2025,807895.729293,1125609.53033
2026,833207.009525,1141495.92616
2027,855906.016678,1155525.8594
2028,878873.174765,1169992.98152
2029,903655.956164,1186149.44519
2030,933494.992766,1208106.08686
2031,960562.661611,1226574.71614
