year,Base case cost,Modeled residential ashp
2017,19826.9780699,119607.433728
2018,22679.0536159,115244.354424
2019,25841.9505537,109686.157072
2020,27423.3990226,105734.202905
2021,28477.6980019,102354.765454
2022,29356.2804846,99202.3997076
2023,29883.4299743,96447.8789087
2024,30322.7212156,93831.8501387
2025,30206.5923435,90363.8537475
2026,30892.8478327,87574.3830006
2027,31407.5394495,85009.9853285
2028,31922.2310664,82493.3004985
2029,31735.5075819,79147.9059329
2030,31274.827792,76095.7259378
2031,31115.7495041,72694.0258601
