year,Base case cost,Modeled non-residential ashp
2017,272384.82265,276017.173091
2018,300991.393855,301221.679859
2019,339775.913212,335502.127946
2020,359245.906552,352410.072414
2021,372468.701492,363650.382636
2022,379483.804584,369021.771561
2023,386404.701659,374557.178009
2024,389706.516352,376571.070506
2025,396554.785027,382068.340131
2026,401427.012388,385526.09218
2027,408190.953731,390971.928199
2028,411137.544294,392696.402533
2029,415717.633255,395909.637926
2030,420634.056733,399714.697999
2031,425871.608896,403535.195118
