year,Base case cost,Modeled residential ashp
2017,272384.82265,282735.664576
2018,300991.393855,309012.181644
2019,339775.913212,344772.421019
2020,359245.906552,362452.726881
2021,372468.701492,374256.982628
2022,379483.804584,380072.019516
2023,386404.701659,385960.19389
2024,389706.516352,388294.739785
2025,396554.785027,394139.312233
2026,401427.012388,397971.079816
2027,408190.953731,403759.006731
2028,411137.544294,405793.707676
2029,415717.633255,409373.413058
2030,420634.056733,413454.496181
2031,425871.608896,417666.072643
