year,Base case cost,Modeled residential ashp
2017,48193.2429686,78356.6231496
2018,51479.0512521,80309.8057638
2019,56042.673868,83275.3976855
2020,58233.2127236,84401.5265117
2021,59693.5719607,84971.0543012
2022,60788.8413886,85268.813371
2023,61610.2934594,85365.7784058
2024,62249.2006256,85332.9314396
2025,62979.3802442,85383.8384637
2026,70639.8924442,92337.28338
2027,71548.0999003,92570.2957432
2028,72254.4834773,92653.0618515
2029,73162.6909333,92909.0211079
2030,73768.1625707,92933.2684177
2031,74777.2819664,93292.0394156
